album_id,album_title,year,folder_name,track_id,track_title,track_token,notes
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.04_illuminate,Illuminate,04 - Illuminate,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.05_the_sleeping_and_the_dead,The Sleeping and the Dead,05 - The Sleeping and the Dead,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.06_tidebinder,Tidebinder,06 - Tidebinder,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.07_resilience,Resilience,07 - Resilience,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.08_goddess_of_the_dawn,Goddess of the Dawn,08 - Goddess of the Dawn,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.09_the_louder_the_sound_the_more_we_all_believe,"The Louder the Sound, the More We All Believe","09 - The Louder the Sound, the More We All Believe",
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.10_warlords,Warlords,10 - Warlords,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.11_river_of_time,River of Time,11 - River of Time,
boo.soul_sphere,Soul Sphere,2015,Born of Osiris - Soul Sphere (2015),boo.soul_sphere.12_the_composer,The Composer,12 - The Composer,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.01_follow_the_signs,Follow the Signs,01 Follow the Signs,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.02_singularity,Singularity,02 Singularity,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.03_ascension,Ascension,03 Ascension,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.04_devastate,Devastate,04 Devastate,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.05_recreate,Recreate,05 Recreate,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.06_two_worlds_of_design,Two Worlds of Design,06 Two Worlds of Design,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.07_a_solution,A Solution,07 A Solution,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.08_shaping_the_masterpiece,Shaping the Masterpiece,08 Shaping the Masterpiece,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.09_dissimulation,Dissimulation,09 Dissimulation,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.10_automatic_motion,Automatic Motion,10 Automatic Motion,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.11_the_omniscient,The Omniscient,11 The Omniscient,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.12_last_straw,Last Straw,12 Last Straw,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.13_regenerate,Regenerate,13 Regenerate,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.14_xiv,XIV,14 XIV,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.15_behold,Behold,15 Behold,
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.16_follow_the_signs_misha_mansoor_demo_mix,Follow the Signs (Misha Mansoor Demo Mix),16 Follow the Signs (Misha Mansoor Demo Mix),misha-mix; do not bank
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.17_singularity_misha_mansoor_demo_mix,Singularity (Misha Mansoor Demo Mix),17 Singularity (Misha Mansoor Demo Mix),misha-mix; do not bank
boo.discovery,The Discovery,2011,Born of Osiris - The Discovery (Fye Edition) (FLAC),boo.discovery.18_recreate_misha_mansoor_demo_mix,Recreate (Misha Mansoor Demo Mix),18 Recreate (Misha Mansoor Demo Mix),misha-mix; do not bank
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.01_the_accursed,The Accursed,01 The Accursed,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.02_disconnectome,Disconnectome,02 Disconnectome,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.03_cycles_of_tragedy,Cycles of Tragedy,03 Cycles of Tragedy,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.04_under_the_gun,Under the Gun,04 Under the Gun,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.05_recursion,Recursion,05 Recursion,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.06_analogs_in_a_cell,Analogs in a Cell,06 Analogs in a Cell,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.07_silence_the_echo,Silence the Echo,07 Silence the Echo,
boo.simulation,The Simulation,2019,Born of Osiris - The Simulation (2019),boo.simulation.08_one_without_the_other,One Without the Other,08 One Without the Other,
